1294703, 0.0444984
635929, 0.00825566
179304, 0.00174027
61802, 0.00114185
1136531, 0.00079503
156925, 0.000732692
576495, 0.000653401
423731, 0.000641743
1200709, 0.000593072
792398, 0.000541451
646565, 0.000474357
1101013, 0.000445351
1284804, 0.00040475
1017206, 0.000388473
579661, 0.00034393
670875, 0.000277302
482419, 0.000256243
1210458, 0.0002531
605127, 0.000238243
1271787, 0.000176754
514668, 0.000153448
42887, 0.000142542
356719, 0.000142251
581375, 0.000140961
919331, 0.000136756
446484, 0.000119742
394054, 0.000118563
446645, 0.000115015
480920, 0.000111524
467798, 9.11707e-05
889330, 8.11779e-05
433815, 7.92859e-05
171647, 7.36166e-05
635863, 7.35122e-05
1063089, 7.01229e-05
635888, 6.72708e-05
874578, 5.81056e-05
138153, 5.7427e-05
796280, 5.63082e-05
189759, 5.60894e-05
684805, 5.28794e-05
118407, 4.96437e-05
702369, 4.94019e-05
260410, 4.91264e-05
456995, 4.80508e-05
1019169, 4.6293e-05
294412, 4.51969e-05
129293, 4.46905e-05
1125121, 4.30107e-05
133503, 4.2683e-05
635876, 4.21551e-05
523530, 4.06033e-05
227697, 3.94716e-05
443784, 3.86115e-05
281128, 3.59943e-05
289395, 3.39463e-05
1294730, 3.38863e-05
132597, 3.328e-05
1153505, 3.1072e-05
519534, 3.06323e-05
1267852, 2.80515e-05
1237725, 2.60572e-05
1268333, 2.56252e-05
22585, 2.48061e-05
1223117, 2.19613e-05
1017205, 2.08081e-05
963893, 2.01202e-05
150746, 1.72011e-05
498319, 1.62057e-05
403259, 1.59899e-05
187945, 1.47428e-05
796358, 1.43664e-05
1198318, 1.34071e-05
46448, 1.3291e-05
198840, 1.32604e-05
215955, 1.24827e-05
1216428, 1.24759e-05
635930, 1.24064e-05
53786, 1.20388e-05
446566, 1.19856e-05
123006, 1.14276e-05
94625, 1.14057e-05
159044, 1.11457e-05
1321992, 1.08331e-05
122150, 1.05012e-05
59643, 1.00205e-05
376189, 9.25379e-06
4805, 9.05255e-06
1281734, 8.32757e-06
631647, 7.54618e-06
129561, 7.14216e-06
1216224, 6.97092e-06
954837, 6.49406e-06
814818, 6.12527e-06
418224, 5.73854e-06
96798, 5.71417e-06
83403, 5.63489e-06
517449, 5.58464e-06
1281417, 5.29806e-06
704291, 5.25631e-06
1078741, 5.11522e-06
595942, 5.10746e-06
635893, 4.9266e-06
783895, 4.79802e-06
1273405, 4.70001e-06
400943, 4.60225e-06
431969, 4.57358e-06
136018, 4.43875e-06
1223877, 4.34677e-06
249810, 4.32113e-06
1259619, 4.31193e-06
2460, 4.25418e-06
319863, 4.24044e-06
156262, 4.22692e-06
59389, 4.20821e-06
869909, 4.1977e-06
587659, 4.15009e-06
574179, 4.13295e-06
1014920, 4.10486e-06
487138, 4.00939e-06
522154, 3.92987e-06
906199, 3.85656e-06
203643, 3.84757e-06
481085, 3.77752e-06
909434, 3.75911e-06
723697, 3.62475e-06
510549, 3.46257e-06
740066, 3.42922e-06
1181311, 3.40485e-06
1272182, 3.37061e-06
1106693, 3.24645e-06
1205385, 3.14968e-06
1110897, 3.10705e-06
874443, 2.9829e-06
1294731, 2.91963e-06
555105, 2.89925e-06
392608, 2.84982e-06
1182010, 2.72307e-06
443585, 2.707e-06
724143, 2.58324e-06
20229, 2.4143e-06
197236, 2.3572e-06
290923, 2.26016e-06
552316, 2.22908e-06
809475, 2.21773e-06
544818, 2.16696e-06
483456, 2.1004e-06
936770, 2.07137e-06
225317, 2.06259e-06
577883, 2.04637e-06
304310, 2.00308e-06
234245, 1.9607e-06
1303456, 1.93767e-06
83122, 1.84899e-06
1190615, 1.79508e-06
605579, 1.79168e-06
179335, 1.74659e-06
409394, 1.73821e-06
384398, 1.7258e-06
1300108, 1.65006e-06
249667, 1.6304e-06
222048, 1.62886e-06
930133, 1.59467e-06
645916, 1.58751e-06
831790, 1.48095e-06
573094, 1.46373e-06
951943, 1.4481e-06
215923, 1.42974e-06
147954, 1.39054e-06
508276, 1.38458e-06
1291846, 1.3629e-06
733185, 1.35141e-06
75752, 1.33224e-06
641289, 1.28905e-06
140364, 1.26779e-06
791888, 1.23986e-06
783568, 1.22205e-06
818700, 1.22192e-06
156980, 1.22134e-06
356372, 1.22083e-06
878815, 1.20766e-06
609880, 1.18228e-06
635870, 1.15249e-06
874944, 1.14883e-06
484806, 1.14115e-06
846455, 1.13574e-06
552307, 1.08783e-06
211699, 1.07608e-06
273207, 1.06832e-06
343794, 1.06797e-06
600983, 1.06466e-06
827551, 1.03626e-06
563177, 1.03081e-06
250660, 9.67873e-07
1259036, 9.67124e-07
277173, 9.57524e-07
520020, 9.51069e-07
134237, 9.23796e-07
1053914, 9.11188e-07
14769, 8.90344e-07
1064400, 8.72973e-07
481013, 8.71044e-07
127720, 8.67187e-07
285705, 8.65955e-07
390661, 8.00199e-07
388641, 7.98697e-07
86117, 7.95772e-07
1057654, 7.83654e-07
1038090, 7.59319e-07
41566, 7.57716e-07
129958, 7.49702e-07
651780, 7.44747e-07
5055, 7.38553e-07
253437, 7.22812e-07
648384, 7.2033e-07
605395, 7.13559e-07
919051, 7.1111e-07
4692, 6.81478e-07
105348, 6.76307e-07
609799, 6.70741e-07
539208, 6.68919e-07
1058063, 6.5937e-07
430989, 6.34136e-07
414677, 6.30734e-07
116639, 6.18423e-07
50487, 5.99962e-07
885168, 5.88088e-07
1175574, 5.79643e-07
862074, 5.64997e-07
67007, 5.615e-07
157809, 5.45076e-07
702728, 5.36039e-07
156182, 5.15994e-07
911175, 5.07927e-07
308605, 4.96418e-07
177530, 4.92889e-07
359343, 4.92618e-07
473488, 4.92475e-07
225074, 4.92078e-07
177526, 4.91196e-07
105092, 4.78184e-07
478226, 4.73511e-07
104507, 4.72356e-07
549847, 4.7127e-07
80716, 4.65542e-07
1168584, 4.56818e-07
82583, 4.48602e-07
444049, 4.47317e-07
294530, 4.40306e-07
456750, 4.39063e-07
228565, 4.32165e-07
88252, 4.23953e-07
1244362, 4.21882e-07
1169272, 4.17149e-07
590079, 4.14347e-07
294376, 4.0957e-07
1228565, 4.03726e-07
1276056, 3.85411e-07
131812, 3.6892e-07
237874, 3.66593e-07
908437, 3.46083e-07
1135022, 3.45801e-07
814627, 3.40106e-07
240944, 3.37624e-07
758786, 3.32605e-07
580082, 3.31423e-07
146012, 3.24869e-07
182235, 3.12756e-07
1024142, 3.11408e-07
210175, 3.08604e-07
534892, 3.06677e-07
1138606, 3.03503e-07
45914, 2.97247e-07
477052, 2.96676e-07
166288, 2.96659e-07
1017314, 2.88733e-07
1094224, 2.82698e-07
19807, 2.7802e-07
163731, 2.75521e-07
545126, 2.71861e-07
115575, 2.71856e-07
418824, 2.58924e-07
154209, 2.56098e-07
514043, 2.49404e-07
1028307, 2.42874e-07
376175, 2.41289e-07
816645, 2.40916e-07
623244, 2.32529e-07
312017, 2.30327e-07
176294, 2.23885e-07
688307, 2.22358e-07
129521, 2.19617e-07
416475, 2.19509e-07
1097373, 2.19249e-07
571120, 2.18945e-07
746457, 2.1444e-07
370693, 2.12461e-07
1053283, 2.10725e-07
250216, 2.0694e-07
186441, 2.04949e-07
362250, 2.0469e-07
298800, 2.04242e-07
13957, 2.03648e-07
545199, 1.98936e-07
572584, 1.97033e-07
462602, 1.96365e-07
478267, 1.95069e-07
684212, 1.93707e-07
1256742, 1.91528e-07
295645, 1.91421e-07
365786, 1.86159e-07
1233197, 1.82587e-07
818208, 1.7999e-07
912633, 1.72132e-07
140051, 1.7094e-07
1064137, 1.68999e-07
212481, 1.68002e-07
860829, 1.67796e-07
1231703, 1.66613e-07
1109000, 1.65792e-07
1184779, 1.63133e-07
310513, 1.54133e-07
212024, 1.53144e-07
365823, 1.51348e-07
38799, 1.47448e-07
799711, 1.46101e-07
140492, 1.44802e-07
741942, 1.4338e-07
785526, 1.42776e-07
608170, 1.36189e-07
728271, 1.35977e-07
276533, 1.35072e-07
798457, 1.26547e-07
1092085, 1.25352e-07
855276, 1.23348e-07
506282, 1.22594e-07
24186, 1.21033e-07
430196, 1.20119e-07
218176, 1.17843e-07
410287, 1.16716e-07
403537, 1.16071e-07
488207, 1.14303e-07
432262, 1.13971e-07
801627, 1.13892e-07
661298, 1.12652e-07
1301458, 1.12123e-07
1099890, 1.11851e-07
1264157, 1.08881e-07
1224438, 1.0795e-07
715921, 1.07448e-07
389086, 1.07447e-07
23966, 1.07384e-07
459657, 1.0556e-07
162607, 1.0438e-07
479997, 1.03678e-07
769907, 1.03427e-07
241258, 1.00352e-07
566812, 1.0008e-07
1290019, 9.98354e-08
38456, 9.93912e-08
855246, 9.43771e-08
712878, 9.33255e-08
648847, 9.30881e-08
278232, 9.06706e-08
623383, 8.85549e-08
898750, 8.84369e-08
1027471, 8.76543e-08
300273, 8.7024e-08
227370, 8.64082e-08
648248, 8.64071e-08
643118, 8.64035e-08
70413, 8.58089e-08
123114, 8.56823e-08
839230, 8.55057e-08
208282, 8.37715e-08
