node_id,community,RNL
823735,1:1:1:,3
83139,1:1:1:,3
1197383,1:1:1:,3
496448,1:1:1:,3
45635,1:1:1:,3
166718,1:1:1:,3
508011,1:1:1:,3
385071,1:1:1:,3
769407,1:1:1:,3
89818,1:1:1:,3
271822,1:1:1:,3
796163,1:1:1:,3
639469,1:1:1:,3
366719,1:1:1:,3
973967,1:1:1:,3
710467,1:1:1:,3
5704,1:1:1:,3
522316,1:1:1:,3
888736,1:1:1:,3
148532,1:1:1:,3
238146,1:1:1:,3
1162737,1:1:1:,3
289186,1:1:1:,3
404264,1:1:1:,3
507235,1:1:1:,3
792747,1:1:1:,3
561003,1:1:1:,3
200000,1:1:1:,3
253405,1:1:1:,3
261179,1:1:1:,3
1283417,1:1:1:,3
386769,1:1:1:,3
726046,1:1:1:,3
767217,1:1:1:,3
586747,1:1:1:,3
668242,1:1:1:,3
197,1:1:1:,3
1277718,1:1:1:,3
72612,1:1:1:,3
958032,1:1:1:,3
362783,1:1:1:,3
1070748,1:1:1:,3
642746,1:1:1:,3
636606,1:1:1:,3
346882,1:1:1:,3
632122,1:1:1:,3
1140308,1:1:1:,3
1179784,1:1:1:,3
89592,1:1:1:,3
97191,1:1:1:,3
206175,1:1:1:,3
639809,1:1:1:,3
574196,1:1:1:,3
579893,1:1:1:,3
20556,1:1:1:,3
843970,1:1:1:,3
1180809,1:1:1:,3
1270303,1:1:1:,3
1144244,1:1:1:,3
1189569,1:1:1:,3
1249503,1:1:1:,3
135867,1:1:1:,3
241551,1:1:1:,3
1065426,1:1:1:,3
160629,1:1:1:,3
31010,1:1:1:,3
497601,1:1:1:,3
827886,1:1:1:,3
890587,1:1:1:,3
925913,1:1:1:,3
528592,1:1:1:,3
932060,1:1:1:,3
955940,1:1:1:,3
1305902,1:1:1:,3
1228875,1:1:1:,3
225078,1:1:1:,3
639585,1:1:1:,3
778924,1:1:1:,3
339155,1:1:1:,3
637321,1:1:1:,3
212025,1:1:1:,3
1198340,1:1:1:,3
793771,1:1:1:,3
430961,1:1:1:,3
555083,1:1:1:,3
437652,1:1:1:,3
1111321,1:1:1:,3
403734,1:1:1:,3
515805,1:1:1:,3
231289,1:1:1:,3
1158969,1:1:1:,3
572796,1:1:1:,3
16798,1:1:1:,3
1080331,1:1:1:,3
799495,1:1:1:,3
237354,1:1:1:,3
983993,1:1:1:,3
916301,1:1:1:,3
744578,1:1:1:,3
552323,1:1:1:,3
398508,1:1:1:,3
733622,1:1:1:,3
665784,1:1:1:,3
966714,1:1:1:,3
262991,1:1:1:,3
920019,1:1:1:,3
1096147,1:1:1:,3
1298861,1:1:1:,3
171740,1:1:1:,3
760741,1:1:1:,3
62802,1:1:1:,3
883660,1:1:1:,3
635882,1:1:1:,3
756141,1:1:1:,3
127709,1:1:1:,3
1258500,1:1:1:,3
303219,1:1:1:,3
296401,1:1:1:,3
436540,1:1:1:,3
461232,1:1:1:,3
290977,1:1:1:,3
872914,1:1:1:,3
346972,1:1:1:,3
486493,1:1:1:,3
8583,1:1:1:,3
610501,1:1:1:,3
812283,1:1:1:,3
288601,1:1:1:,3
515003,1:1:1:,3
306747,1:1:1:,3
1059178,1:1:1:,3
337031,1:1:1:,3
1242388,1:1:1:,3
738852,1:1:1:,3
234452,1:1:1:,3
522697,1:1:1:,3
1273362,1:1:1:,3
175967,1:1:1:,3
623610,1:1:1:,3
1258559,1:1:1:,3
449897,1:1:1:,3
1280680,1:1:1:,3
762452,1:1:1:,3
928220,1:1:1:,3
3755,1:1:1:,3
14856,1:1:1:,3
881500,1:1:1:,3
798224,1:1:1:,3
179316,1:1:1:,3
510811,1:1:1:,3
896421,1:1:1:,3
247321,1:1:1:,3
151641,1:1:1:,3
1285478,1:1:1:,3
571498,1:1:1:,3
1167063,1:1:1:,3
1056428,1:1:1:,3
211403,1:1:1:,3
500726,1:1:1:,3
486852,1:1:1:,3
1218630,1:1:1:,3
327405,1:1:1:,3
63406,1:1:1:,3
336131,1:1:1:,3
451390,1:1:1:,3
547707,1:1:1:,3
822870,1:1:1:,3
661405,1:1:1:,3
267469,1:1:1:,3
444222,1:1:1:,3
103557,1:1:1:,3
377681,1:1:1:,3
975713,1:1:1:,3
798016,1:1:1:,3
236770,1:1:1:,3
1091805,1:1:1:,3
59909,1:1:1:,3
520185,1:1:1:,3
961550,1:1:1:,3
4811,1:1:1:,3
787428,1:1:1:,3
600586,1:1:1:,3
406062,1:1:1:,3
893318,1:1:1:,3
112443,1:1:1:,3
1079868,1:1:1:,3
1232732,1:1:1:,3
519608,1:1:1:,3
1631,1:1:1:,3
1193614,1:1:1:,3
606879,1:1:1:,3
826574,1:1:1:,3
1305596,1:1:1:,3
1253282,1:1:1:,3
603385,1:1:1:,3
755241,1:1:1:,3
60948,1:1:1:,3
800372,1:1:1:,3
1106913,1:1:1:,3
87292,1:1:1:,3
300375,1:1:1:,3
1247710,1:1:1:,3
1056604,1:1:1:,3
525942,1:1:1:,3
670966,1:1:1:,3
547942,1:1:1:,3
482074,1:1:1:,3
647157,1:1:1:,3
768701,1:1:1:,3
608900,1:1:1:,3
799886,1:1:1:,3
537776,1:1:1:,3
1194172,1:1:1:,3
706664,1:1:1:,3
922561,1:1:1:,3
518624,1:1:1:,3
451047,1:1:1:,3
645812,1:1:1:,3
945493,1:1:1:,3
642491,1:1:1:,3
1127534,1:1:1:,3
398901,1:1:1:,3
676423,1:1:1:,3
488382,1:1:1:,3
1157239,1:1:1:,3
635910,1:1:1:,3
452241,1:1:1:,3
267259,1:1:1:,3
203185,1:1:1:,3
418832,1:1:1:,3
136129,1:1:1:,3
455225,1:1:1:,3
101007,1:1:1:,3
693683,1:1:1:,3
140320,1:1:1:,3
824326,1:1:1:,3
982278,1:1:1:,3
1217539,1:1:1:,3
26181,1:1:1:,3
1059526,1:1:1:,3
41668,1:1:1:,3
814450,1:1:1:,3
303425,1:1:1:,3
1300461,1:1:1:,3
81736,1:1:1:,3
560300,1:1:1:,3
47482,1:1:1:,3
183315,1:1:1:,3
1069044,1:1:1:,3
627986,1:1:1:,3
368791,1:1:1:,3
1080977,1:1:1:,3
345113,1:1:1:,3
715832,1:1:1:,3
1119031,1:1:1:,3
369462,1:1:1:,3
1131342,1:1:1:,3
1234268,1:1:1:,3
82666,1:1:1:,3
525387,1:1:1:,3
481114,1:1:1:,3
38410,1:1:1:,3
628757,1:1:1:,3
350925,1:1:1:,3
903413,1:1:1:,3
47572,1:1:1:,3
338464,1:1:1:,3
1126308,1:1:1:,3
785417,1:1:1:,3
638509,1:1:1:,3
285279,1:1:1:,3
1297285,1:1:1:,3
358330,1:1:1:,3
139858,1:1:1:,3
387750,1:1:1:,3
659341,1:1:1:,3
384459,1:1:1:,3
741891,1:1:1:,3
1271435,1:1:1:,3
187334,1:1:1:,3
614590,1:1:1:,3
752481,1:1:1:,3
518129,1:1:1:,3
1399,1:1:1:,3
1271877,1:1:1:,3
1128188,1:1:1:,3
483816,1:1:1:,3
274889,1:1:1:,3
962412,1:1:1:,3
1257159,1:1:1:,3
1063156,1:1:1:,3
1096443,1:1:1:,3
1270307,1:1:1:,3
827887,1:1:1:,3
53499,1:1:1:,3
963748,1:1:1:,3
432120,1:1:1:,3
456687,1:1:1:,3
138791,1:1:1:,3
489239,1:1:1:,3
1018691,1:1:1:,3
1306130,1:1:1:,3
1129417,1:1:1:,3
1234961,1:1:1:,3
364628,1:1:1:,3
1057341,1:1:1:,3
152399,1:1:1:,3
118286,1:1:1:,3
249014,1:1:1:,3
611159,1:1:1:,3
102470,1:1:1:,3
986621,1:1:1:,3
506337,1:1:1:,3
946456,1:1:1:,3
104770,1:1:1:,3
139891,1:1:1:,3
289410,1:1:1:,3
291973,1:1:1:,3
297633,1:1:1:,3
935136,1:1:1:,3
500447,1:1:1:,3
510737,1:1:1:,3
345153,1:1:1:,3
462163,1:1:1:,3
357737,1:1:1:,3
1245299,1:1:1:,3
1280679,1:1:1:,3
529339,1:1:1:,3
247869,1:1:1:,3
459040,1:1:1:,3
83,1:1:1:,3
317,1:1:1:,3
826,1:1:1:,3
1133,1:1:1:,3
1200,1:1:1:,3
1484,1:1:1:,3
1674,1:1:1:,3
1739,1:1:1:,3
1866,1:1:1:,3
1941,1:1:1:,3
2128,1:1:1:,3
2187,1:1:1:,3
2278,1:1:1:,3
2348,1:1:1:,3
2518,1:1:1:,3
2712,1:1:1:,3
2755,1:1:1:,3
2784,1:1:1:,3
2924,1:1:1:,3
3167,1:1:1:,3
3233,1:1:1:,3
3280,1:1:1:,3
3296,1:1:1:,3
3335,1:1:1:,3
3374,1:1:1:,3
3434,1:1:1:,3
3506,1:1:1:,3
3783,1:1:1:,3
4192,1:1:1:,3
4194,1:1:1:,3
4320,1:1:1:,3
4414,1:1:1:,3
4733,1:1:1:,3
4834,1:1:1:,3
5267,1:1:1:,3
5455,1:1:1:,3
5497,1:1:1:,3
5644,1:1:1:,3
5864,1:1:1:,3
6047,1:1:1:,3
6150,1:1:1:,3
6151,1:1:1:,3
6888,1:1:1:,3
6889,1:1:1:,3
7206,1:1:1:,3
7210,1:1:1:,3
7358,1:1:1:,3
7669,1:1:1:,3
8258,1:1:1:,3
8339,1:1:1:,3
8348,1:1:1:,3
8769,1:1:1:,3
8970,1:1:1:,3
8988,1:1:1:,3
9299,1:1:1:,3
9329,1:1:1:,3
9448,1:1:1:,3
10310,1:1:1:,3
10352,1:1:1:,3
10801,1:1:1:,3
11014,1:1:1:,3
11078,1:1:1:,3
11226,1:1:1:,3
11396,1:1:1:,3
11517,1:1:1:,3
11523,1:1:1:,3
11999,1:1:1:,3
12143,1:1:1:,3
12793,1:1:1:,3
12833,1:1:1:,3
13045,1:1:1:,3
13329,1:1:1:,3
13408,1:1:1:,3
13851,1:1:1:,3
13888,1:1:1:,3
14010,1:1:1:,3
14388,1:1:1:,3
14430,1:1:1:,3
14594,1:1:1:,3
15052,1:1:1:,3
15116,1:1:1:,3
15178,1:1:1:,3
15387,1:1:1:,3
15701,1:1:1:,3
15733,1:1:1:,3
15771,1:1:1:,3
15827,1:1:1:,3
15908,1:1:1:,3
16064,1:1:1:,3
16079,1:1:1:,3
16153,1:1:1:,3
16300,1:1:1:,3
16441,1:1:1:,3
16908,1:1:1:,3
16976,1:1:1:,3
17037,1:1:1:,3
17796,1:1:1:,3
17883,1:1:1:,3
18069,1:1:1:,3
18475,1:1:1:,3
18630,1:1:1:,3
19231,1:1:1:,3
19391,1:1:1:,3
20021,1:1:1:,3
20562,1:1:1:,3
20629,1:1:1:,3
21623,1:1:1:,3
21632,1:1:1:,3
21749,1:1:1:,3
22393,1:1:1:,3
22400,1:1:1:,3
22407,1:1:1:,3
23068,1:1:1:,3
23279,1:1:1:,3
23481,1:1:1:,3
23609,1:1:1:,3
23755,1:1:1:,3
23940,1:1:1:,3
23980,1:1:1:,3
24061,1:1:1:,3
24213,1:1:1:,3
24319,1:1:1:,3
24443,1:1:1:,3
24546,1:1:1:,3
24618,1:1:1:,3
24644,1:1:1:,3
25039,1:1:1:,3
25207,1:1:1:,3
25341,1:1:1:,3
25583,1:1:1:,3
25896,1:1:1:,3
25955,1:1:1:,3
25994,1:1:1:,3
26005,1:1:1:,3
26046,1:1:1:,3
26173,1:1:1:,3
26446,1:1:1:,3
26777,1:1:1:,3
26953,1:1:1:,3
27252,1:1:1:,3
27562,1:1:1:,3
27587,1:1:1:,3
28521,1:1:1:,3
28548,1:1:1:,3
28649,1:1:1:,3
28824,1:1:1:,3
29310,1:1:1:,3
29729,1:1:1:,3
30491,1:1:1:,3
30493,1:1:1:,3
30556,1:1:1:,3
30611,1:1:1:,3
30683,1:1:1:,3
30722,1:1:1:,3
30820,1:1:1:,3
30924,1:1:1:,3
31267,1:1:1:,3
31639,1:1:1:,3
31709,1:1:1:,3
31998,1:1:1:,3
32146,1:1:1:,3
32691,1:1:1:,3
32707,1:1:1:,3
32715,1:1:1:,3
32748,1:1:1:,3
32866,1:1:1:,3
33003,1:1:1:,3
33096,1:1:1:,3
33307,1:1:1:,3
33509,1:1:1:,3
33688,1:1:1:,3
33985,1:1:1:,3
34012,1:1:1:,3
34013,1:1:1:,3
34216,1:1:1:,3
34713,1:1:1:,3
34715,1:1:1:,3
35275,1:1:1:,3
35432,1:1:1:,3
35498,1:1:1:,3
35581,1:1:1:,3
35653,1:1:1:,3
35855,1:1:1:,3
35884,1:1:1:,3
36214,1:1:1:,3
36535,1:1:1:,3
36662,1:1:1:,3
36700,1:1:1:,3
36781,1:1:1:,3
36809,1:1:1:,3
37241,1:1:1:,3
37336,1:1:1:,3
37361,1:1:1:,3
37434,1:1:1:,3
37669,1:1:1:,3
38045,1:1:1:,3
38100,1:1:1:,3
38170,1:1:1:,3
38299,1:1:1:,3
38360,1:1:1:,3
38418,1:1:1:,3
38641,1:1:1:,3
38695,1:1:1:,3
39880,1:1:1:,3
39910,1:1:1:,3
40122,1:1:1:,3
40163,1:1:1:,3
40626,1:1:1:,3
40632,1:1:1:,3
41858,1:1:1:,3
41908,1:1:1:,3
42130,1:1:1:,3
42808,1:1:1:,3
42894,1:1:1:,3
43400,1:1:1:,3
43410,1:1:1:,3
43593,1:1:1:,3
44250,1:1:1:,3
44399,1:1:1:,3
44855,1:1:1:,3
45248,1:1:1:,3
45491,1:1:1:,3
45583,1:1:1:,3
45689,1:1:1:,3
45830,1:1:1:,3
46065,1:1:1:,3
46156,1:1:1:,3
46254,1:1:1:,3
46301,1:1:1:,3
46365,1:1:1:,3
46380,1:1:1:,3
46510,1:1:1:,3
46522,1:1:1:,3
46705,1:1:1:,3
46763,1:1:1:,3
46825,1:1:1:,3
47329,1:1:1:,3
47371,1:1:1:,3
47446,1:1:1:,3
47455,1:1:1:,3
47540,1:1:1:,3
47589,1:1:1:,3
47660,1:1:1:,3
47720,1:1:1:,3
47745,1:1:1:,3
47798,1:1:1:,3
47800,1:1:1:,3
47864,1:1:1:,3
48434,1:1:1:,3
48436,1:1:1:,3
48555,1:1:1:,3
48654,1:1:1:,3
48825,1:1:1:,3
48913,1:1:1:,3
49102,1:1:1:,3
49152,1:1:1:,3
49450,1:1:1:,3
50250,1:1:1:,3
50822,1:1:1:,3
51183,1:1:1:,3
51218,1:1:1:,3
51357,1:1:1:,3
51608,1:1:1:,3
52044,1:1:1:,3
52534,1:1:1:,3
52660,1:1:1:,3
52707,1:1:1:,3
52766,1:1:1:,3
52912,1:1:1:,3
52919,1:1:1:,3
52933,1:1:1:,3
53075,1:1:1:,3
53551,1:1:1:,3
53796,1:1:1:,3
53810,1:1:1:,3
53823,1:1:1:,3
54060,1:1:1:,3
54722,1:1:1:,3
55100,1:1:1:,3
55438,1:1:1:,3
55673,1:1:1:,3
56533,1:1:1:,3
57051,1:1:1:,3
57186,1:1:1:,3
57349,1:1:1:,3
57940,1:1:1:,3
57960,1:1:1:,3
58012,1:1:1:,3
58192,1:1:1:,3
58671,1:1:1:,3
58764,1:1:1:,3
58791,1:1:1:,3
58903,1:1:1:,3
59110,1:1:1:,3
59271,1:1:1:,3
59307,1:1:1:,3
59356,1:1:1:,3
59969,1:1:1:,3
60220,1:1:1:,3
60264,1:1:1:,3
60270,1:1:1:,3
60498,1:1:1:,3
60987,1:1:1:,3
60998,1:1:1:,3
61053,1:1:1:,3
61122,1:1:1:,3
61824,1:1:1:,3
61901,1:1:1:,3
61969,1:1:1:,3
62125,1:1:1:,3
62151,1:1:1:,3
62274,1:1:1:,3
62297,1:1:1:,3
62429,1:1:1:,3
62951,1:1:1:,3
63043,1:1:1:,3
63238,1:1:1:,3
63288,1:1:1:,3
63913,1:1:1:,3
64066,1:1:1:,3
64111,1:1:1:,3
64657,1:1:1:,3
64688,1:1:1:,3
64721,1:1:1:,3
64861,1:1:1:,3
64929,1:1:1:,3
65038,1:1:1:,3
65347,1:1:1:,3
65402,1:1:1:,3
65618,1:1:1:,3
65688,1:1:1:,3
65712,1:1:1:,3
65907,1:1:1:,3
66129,1:1:1:,3
66341,1:1:1:,3
66859,1:1:1:,3
67020,1:1:1:,3
67289,1:1:1:,3
68237,1:1:1:,3
68271,1:1:1:,3
68404,1:1:1:,3
68631,1:1:1:,3
68638,1:1:1:,3
68650,1:1:1:,3
68841,1:1:1:,3
69238,1:1:1:,3
69282,1:1:1:,3
69325,1:1:1:,3
70137,1:1:1:,3
70193,1:1:1:,3
70377,1:1:1:,3
70470,1:1:1:,3
70515,1:1:1:,3
70611,1:1:1:,3
70741,1:1:1:,3
70854,1:1:1:,3
70858,1:1:1:,3
70914,1:1:1:,3
71294,1:1:1:,3
71381,1:1:1:,3
71594,1:1:1:,3
71621,1:1:1:,3
71709,1:1:1:,3
71811,1:1:1:,3
71830,1:1:1:,3
72053,1:1:1:,3
72238,1:1:1:,3
72377,1:1:1:,3
72526,1:1:1:,3
72571,1:1:1:,3
72692,1:1:1:,3
72793,1:1:1:,3
72833,1:1:1:,3
72835,1:1:1:,3
73106,1:1:1:,3
73165,1:1:1:,3
73199,1:1:1:,3
73203,1:1:1:,3
73737,1:1:1:,3
73782,1:1:1:,3
74310,1:1:1:,3
74324,1:1:1:,3
74342,1:1:1:,3
74438,1:1:1:,3
74441,1:1:1:,3
75121,1:1:1:,3
75161,1:1:1:,3
75358,1:1:1:,3
75445,1:1:1:,3
75564,1:1:1:,3
75600,1:1:1:,3
75612,1:1:1:,3
75629,1:1:1:,3
75759,1:1:1:,3
75825,1:1:1:,3
76018,1:1:1:,3
76043,1:1:1:,3
76171,1:1:1:,3
76175,1:1:1:,3
76454,1:1:1:,3
76499,1:1:1:,3
76756,1:1:1:,3
76933,1:1:1:,3
76999,1:1:1:,3
77214,1:1:1:,3
77461,1:1:1:,3
77684,1:1:1:,3
77827,1:1:1:,3
77876,1:1:1:,3
77896,1:1:1:,3
78295,1:1:1:,3
78453,1:1:1:,3
80090,1:1:1:,3
80605,1:1:1:,3
80755,1:1:1:,3
80884,1:1:1:,3
80912,1:1:1:,3
81150,1:1:1:,3
81315,1:1:1:,3
81524,1:1:1:,3
81655,1:1:1:,3
81754,1:1:1:,3
81970,1:1:1:,3
82460,1:1:1:,3
82778,1:1:1:,3
82788,1:1:1:,3
